Unnamed: 0,Autor,Titulo_moderno,titulo_pal,titulo_lem,Manuscrito,Fragm?,Joint,Order in manuscript,Nombra autor,Gattung,Unnamed: 11,Unnamed: 12
,,Lob der Frauen,Ain lob der frawen,ein lob der vrouwe,M568,,,,,,,
,Hugo von Trimberg,Renner,Vom almuosen,vom almuose,M568,Auszug,,,,,,
,,Ehrenrede auf Ritter Heinrich von eschweiler,Ain lob von ainem ritter,ein lob von ein ritter,M568,,,,,,,
,,Cato,Der Katho zu latin vnd zuo tütsche,der katho zuo latîn und zuo diutsch,Leone,index,,,,,,
,,Mariengruß,Die funfzig grvz vnser frauwen,die vünfzic gruoz wir vrouwe,Leone,index,,,,,,
,,Der Renner,Der Renner,der rennære,Leone,index,,,,,,
,,Frauenlob,Des frauwenlobes lider von den siben frien kunsten vnd von der vier elementen natur vnd ein büchlin von der minne süzekeit,,Leone,index,,,,,,
,,Freidank,Der fridang,der fridang,Leone,index,,,,,,
,Konrad von Würzburg,Die goldene Schmiede,Die guldil smitte,die guldil smite,Leone,index,,,,,,
,,Das Turnier von Nanthes,Der turnei von anthes,der turnei von anthes,Leone,index,,,,,,
,,,Daz buoch gnant die werlt daz sagt von bispeln vnd von mern,daz buoch nennen die werlt daz sagen von bispeln und von mern,Leone,index,,,,,,
,,Lucidarius,Licidarius zu latin vnd zu tütsche,licidarius zuo latîn und zuo diutsch,Leone,index,,,,,,
,,,Ein vuoch von der spise kochery,ein vuoch von der spîse kocheri,Leone,index,,,,,,
,,Die sechs Farben,Ein rede von den sehs varwen,ein rede von der sehs varwen,Leone,index,,,,,,
,Konrad von Würzburg,Die goldene Schmiede,Hie hebt sich an die guldin smitte. Diz ist ein vorrede,hie heben sich an die guldîn smite . diser sîn ein vorrede,Leone,,,,,,,
,Konrad von Würzburg,Das Turnier von Nanthes,Hie hebt sich an der turnei von nantheyz,hie heben sich an der turnei von nantheiz,Leone,,,,,,,
,,Die Welt (Maerensammlung),Hie hebt sich an daz buoch daz do heizet die werlt. Daz sagt von bispeln vnd von mern,hie heben sich an daz buoch daz do heizzen die werlt . daz sagen von bispeln und von mern,Leone,,,,,,,
,Der Stricker,Der nackte Ritter,Von eime ritter,von ein ritter,Leone,,,,,,,
,Der Stricker,Vom Hasen,Diz ist von einem hasen,diser sîn von ein hase,Leone,,,,,,,
,Der Stricker,Die eingemauerte Frau,Von eime ritter,von ein ritter,Leone,,,,,,,
,Der Stricker,Der Rabe mit den Pfauenfedern,Diz ist von einem Rappen,diser sîn von ein rappe,Leone,,,,,,,
,Der Stricker,Des Muses Lehre,Von zwein gesellen ob einem muose,von zwei gesellen ob ein müezen,Leone,,,,,,,
,Der Stricker,Der Tor und das Feuer,Von eime toren,von ein toren,Leone,,,,,,,
,,Der milde König,Von einem künige,von ein künic,Leone,,,,,,,
,,Krähe und Habicht,Von einer kraen,von ein kræjen,Leone,,,,,,,
,,Löwe und Maus,Von wildenern,von wildenern,Leone,,,,,,,
,,Die Eiche und das Rohr,Diz ist von einer eychen,diser sîn von ein eichen,Leone,,,,,,,
,,Der Wolf und der Kranich,Von einem wolfe,von ein wolfe,Leone,,,,,,,
,,Die Füchsin und die Affen,Von einer vohen,von ein vohe,Leone,,,,,,,
,,Die Frösche und die Nachtigall,Von einem se,von ein sie,Leone,,,,,,,
,,Der Wolf als Zeuge,Von einem gitigen hunde,von ein gîtec hunt,Leone,,,,,,,
,,Das gebratene Ei,Von einem kinde vnd eime ei,von ein kint und ein ei,Leone,,,,,,,
,,Veilchen und Haselblume,Von schönen blümen,von schoene bluome,Leone,,,,,,,
,,Der Esel und der Wolf,Von einem esel,von ein esel,Leone,,,,,,,
,,Der Löwe und sein Sohn,Von eim lauwen vnd sime sun,von ein lauwen und er sun,Leone,,,,,,,
,,Die Linde der Dorn,Von einer schönen linden,von ein schoene linde,Leone,,,,,,,
,,Kuckuck und Wiedehopf,Von einem gauche vnd von withopfen,von ein gauche und von witehopfe,Leone,,,,,,,
,,Der Kornkäfer,Ein glizzender korn kefer,ein glizzender kôr käfer,Leone,,,,,,,
,,Die Blume und der Reif,Von schon blümen,von schoene bluome,Leone,,,,,,,
,,Fink und Nachtigall,Von einer frauwen,von ein vrouwe,Leone,,,,,,,
,,Fuchs und Katze,Von einem fuhs vnd von einer kaczen,von ein vuhs und von ein katze,Leone,,,,,,,
,Der Stricker,Der Hahn und die Perle,Von einem hanen,von ein han,Leone,,,,,,,
,Der Stricker,Die reiche Stadt,Von einer richen stat,von ein rîche stat,Leone,,,,,,,
,Der Stricker,Der Vogel und der Sperber,Von einem vögellin,von ein vogel,Leone,,,,,,,
,Der Stricker,Der eigensinnige Spötter,Von einem guoten manne,von ein guot man,Leone,,,,,,,
,Der Stricker,Der einfältige Ritter,Von eime ritter,von ein ritter,Leone,,,,,,,
,,Der Tropfen auf dem Stein,Von einem brunnen,von ein brunnen,Leone,,,,,,,
,,Fuchs und Füchsin,Von einem fuhs,von ein vuhs,Leone,,,,,,,
,,Der Hahn und die Henne,Von einem hanen,von ein han,Leone,,,,,,,
,,Der Axtstiel,,,Leone,,,,,,,
,,Der Löwe und die Geiß,Von einem lauwen,von ein lauwen,Leone,,,,,,,
,,Des Vögleins Lehren,Von einem vogeler,von ein vogelære,Leone,,,,,,,
,,Der Krebs und sein Kind,Von dem krebez,von der krebez,Leone,,,,,,,
,,Von einer Kröte,Von dem sumer,von der sumer,Leone,,,,,,,
,,Das Schneekind,Von einem kaufman,von ein koufman,Leone,,,,,,,
,Der Stricker,Der Gast und die Wirtin,Von eime gaste,von ein gaste,Leone,,,,,,,
,Der Stricker,Die drei Wünsche,Von eim man vnd von sinem wibe,von ein man und von er wîp,Leone,,,,,,,
,,Der eiserne und der irdene Hafen,Von eime hafen,von ein haven,Leone,,,,,,,
,Der Stricker,Der nackte Bote,Von eime herren,von ein herre,Leone,,,,,,,
,,Der Esel in der Löwenhaut,Von eime esel,von ein esel,Leone,,,,,,,
,,Die Schnecke und die Krähe,Von eime snecken,von ein snecke,Leone,,,,,,,
,,Das Gänslein,Von einem closter,von ein klôster,Leone,,,,,,,
,,Vom Geiz,Von einem manne,von ein man,Leone,,,,,,,
,,Der Fischer und der kleine Fisch,Von einem vischer,von ein vischære,Leone,,,,,,,
,,Von einer Rose,Von einer rosen,von ein rôse,Leone,,,,,,,
,Der Stricker,Ehe im Leben und im Tode,Von einem vnd von sinem wibe,von ein und von er wîp,Leone,,,,,,,
,Der Stricker,Der Wolf und sein Sohn,Von einem wolfe,von ein wolfe,Leone,,,,,,,
,Der Stricker,Der Turse,Von einem risen,von ein risen,Leone,,,,,,,
,Der Stricker,Das Bloch,Von einem gebure,von ein gebûr,Leone,,,,,,,
,,Wolf und Lamm,Ein lere,ein lere,Leone,,,,,,,
,,Der Baum mit dem dürren Aste,Von schönen baumen,von schoene boum,Leone,,,,,,,
,,Die Bärenjagd,Von zwein gesellen ob einem muose,von zwei gesellen ob ein müezen,Leone,,,,,,,
,Der Stricker,Die Minnesänger,,,Leone,,,,,,,
,,Och se und Hirsch,Von der minne,von der minne,Leone,,,,,,,
,,Das Vergißmeinnicht,Vom dem blümlein gergismeinnit,vom der bluome gergismeinnit,Lo4,,,,,,,
,Heinrich von Beringen,Schachbuch,Von ainem spiler von Jenüa,von ein spilære von jenüa,Lo4,,,,,,,
,Der Stricker,Ochse und Hirsch,Von ainem burgstall,von ein burgstall,Lo4,,,,,,,
,Der Stricker,Löwe und Sohn,Wie ain leo sinen sun lernt,wie ein leo sinen sun lernen,Lo4,,,,,,,
,,,Wie ain fraw aines spotte,wie ein vrouwe ein spot,Lo4,,,,,,,
,Der Stricker,Fuchs und Affe,Wie ain aff an ain covhin tausch begert,wie ein ab an ein covhin tausch begern,Lo4,,,,,,,
,Der Stricker,Das gebratene Ei,Wie ain kind sich verbrennt hatt,wie ein kint sich verbrennen haben,Lo4,,,,,,,
,Der Stricker,Habicht und Huhn,Ain hwen gehaymbt sich zu aim habch,ein hwen gehaimbt sich zuo ein habech,Lo4,,,,,,,
,,,Von vnkeuschen mannen,von vnkeuschen man,Lo4,,,,,,,
,,,Von vnfruchtbarn blued,von vnfruchtbarn pluot,Lo4,,,,,,,
,,,Was slecht in der Jugent wechst,was slecht in der jugent wahsen,Lo4,,,,,,,
,,,Von ainem Hann der ain merguesen vand,von ein haben der ein merguesen vinden,Lo4,,,,,,,
,,,Von ainem springenden hund,von ein springenden hunt,Lo4,,,,,,,
,,,Wie ain fleug ain kalen offt irrett,wie ein vliegen ein calendae ofte irren,Lo4,,,,,,,
,,,Wie ainer in sunden nit vertzagen soll,wie ein in sünde niht verzagen soln,Lo4,,,,,,,
,,,Ain peispill so ain bawr gewalt vberkumbt,ein peispill sô ein bawr gewalt vberkumbt,Lo4,,,,,,,
,,,Von misshelung vnd neid in stetten,von misshelung und nît in stat,Lo4,,,,,,,
,,,Wie ains maus ain ochsen zwickt,wie ains mûs ein ohse zwickt,Lo4,,,,,,,
,,,Ain peyspill das ain has nit zam wirt,ein peispill daz ein haz niht zam wirt,Lo4,,,,,,,
,,,Wie ain rab pfawen federn an sich tett die ropften im die pfaben wider aus,wie ein rab phâwe vedere an sich tuon die ropften er die phâwe wider ûz,Lo4,,,,,,,
,,,Zwen spitteten an ainander,zwei spiteten an einander,Lo4,,,,,,,
,,,Ain tor wolt das fewr mit holtz ersatten,ein tor wellen daz viur mit holz ersaten,Lo4,,,,,,,
,,,Wie die affin ir kinde erretten tut,wie die afin sie kint retten tuon,Lo4,,,,,,,
,,,Von den fleugen,von der vliege,Lo4,,,,,,,
,,,Ain peispill,ein peispill,Lo4,,,,,,,
,,,Salomon schillt drew ding die got vnd der welt vnmär sein,Salomon schilt drew ding die got und der welt vnmär sein,Lo4,,,,,,,
,,,Hie lobt er den tod wie nutz der sey,hie loben er der tôt wie nütze der sîn,Lo4,,,,,,,
,,,Ain hubsche zauberlist den frawenn,ein hövesch zouberlist der vrouwe,Lo4,,,,,,,
,,,Die toren haben dye drey namenn,die toren haben die drî nemen,Lo4,,,,,,,
,,,Wie ain blinder schaden spüret,wie ein blint schaden spürn,Lo4,,,,,,,
,,,Wie ain tursch ir zwelf ass,wie ein tursch sie zwelf ezzen,Lo4,,,,,,,
,,,Wie ain weib ainen list erdacht ire hownde vor dem arn zebewarn,wie ein wîp ainen list erdenken sie hownde vor der arn zebewarn,Lo4,,,,,,,
,,,Wie zway weib ainem man das har auszugen,wie zwei wîp ein man daz har auszugen,Lo4,,,,,,,
,,,Ewie ain hund durch geith ain braten verlos,ewie ein hunt durch geith ein brâte verliesen,Lo4,,,,,,,
,,,Ain geleichnus vnd peispill,ein geleichnus und peispill,Lo4,,,,,,,
,,,Das man den swein edelgestain nit furlegen soll,daz man der sweinen edelstein niht furlegen soln,Lo4,,,,,,,
,,,Wie ain maus ain Leo erschracket,wie ein mûs ein leo erschracket,Lo4,,,,,,,
,,,Wie ain pfaw aines kranchs spotte,wie ein pfaw ein kranchs spot,Lo4,,,,,,,
,,,Ain kraw erwellt ir ainen vogtt,ein krâ erweln sie ainen voget,Lo4,,,,,,,
,,,Wie ain maus ainem leo hallf,wie ein mûs ein leo hallf,Lo4,,,,,,,
,,,Ain windes stos warf ain aych vmbe,ein wint stôzen warf ein Aich umbe,Lo4,,,,,,,
,,,Von ainem fuchs,von ein vuhs,Lo4,,,,,,,
,,,Von ainem bawm,von ein boum,Lo4,,,,,,,
,,,Von ainem hundt,von ein hunt,Lo4,,,,,,,
,,,Von dem wollf,von der wollf,Lo4,,,,,,,
,,,Wie der wolf kuntschaft gab,wie der wolf kuntschaft geben,Lo4,,,,,,,
,,,Ain wolf betrig den hueter,ein wolf betriegen der hüetære,Lo4,,,,,,,
,Oswald von Wolkenstein,,Hie vacht an ain hübscher spruch so herr Oswalld von woldenstain von dem rechten von richtern vorsrehcen vnd cnrailern gemacht hat,hie vâhen an ein hövesch spruch sô herre oswalld von woldenstain von der reht von rihtære vorsrehcen und cnrailern machen haben,Lo4,,,,,,,
,,Die Beichte einer Frau,"Ein hubsche peicht wie das Bulschaft nicht sund sey, etc.","ein hövesch bigiht wie daz bulschaft niht sünde sîn, etc. ",Lo4,,,,,,,
,,,"Ein ander von ainem gullden nottstall, etc","ein ander von ein gullden notstall, etcetera ",Lo4,,,,,,,
,,,Die schon abentewre,die schoene âventiure,Lo4,,,,,,,
,,,Ich gienc durch lust fur ainan walld,ich gân durch lust vür ainan walt,Lo4,,,,,,,
,,,Wie lieblich ain junger man zichtichlicher Sitter von senem Bullen vnderweist ward,wie lieplich ein junger man zichtichlicher siter von senem bullen vnderweist werden,Lo4,,,,,,,
,,Die sechs Farben,"Von den varben vnd was yede varb bedeuttett, etc","von der varwe und was ieder varwe bediuten, etcetera ",Lo4,,,,,,,
,,Bestrafte Untreue,Schwartz plab vnd weis fraw venus die Mynn in rot an einem rechten sazzen,swarz blâ und weis vrouwe Venus die minnen in rôt an ein reht sitzen,Lo4,,,,,,,
,,Schloss immer,Von einem ellenden gartten,von ein ellende garte,Lo4,,,,,,,
,,Der Traum,Von ainem trawm,von ein troum,Lo4,,,,,,,
,,Ratschläge für einen Zaghaften,"Newraitt, etc","newrait, etcetera ",Lo4,,,,,,,
,,Der Frau Venus neue Ordnung,Von ainem kallten Prunn,von ein kallten brunne,Lo4,,,,,,,
,,Warnung vor Klaffern,"Wie sich ain minsiecher man vor merckern vnd vor klafern huetten soll, etc","wie sich ein minsiecher man vor merckern und vor klafern hüeten soln, etcetera ",Lo4,,,,,,,
,,Lob der Frauen,Wie man von frawen wol redn soll,wie man von vrouwe wol redn soln,Lo4,,,,,,,
,,Stiefmutter und Tochter,Ain hubsche ler die ain mutter ir tochter tett,ein hövesch lêre die ein muoter sie tohter tuon,Lo4,,,,,,,
,,Die Wette,Von der pawern andacht,von der gebûr andâht,Lo4,,,,,,,
,,Vergebliche Vorhaltungen,Von ainem eyfrer,von ein eifrer,Lo4,,,,,,,
,,Die Beichte der zwölf Frauen,Ain gutte beicht von zwelf frawen,ein guot bîhten von zwelf vrouwe,Lo4,,,,,,,
,,,Von zwayen gespilen,von zwei gespil,Lo4,,,,,,,
,Fröschel von Leidnitz,Belauschtes Liebesgespräch,Wie ainest ainer buelet,wie einest ein buelet,Lo4,,,,,,,
,,Glückliche Werbung,Von vber grossem senen,von über grôz senen,Lo4,,,,,,,
,Peter Suchenwirt,Der Widerteil,Wie aine irn bueln schallt vnd die ander den irn lobett,wie ein sie buole schallen und die ander der sie loben,Lo4,,,,,,,
,,,Von ainem gutten artztt,von ein guot arzât,Lo4,,,,,,,
,,Der Knappe und die Frau,Ain hubche red von ritterlicher tatt,ein hubche red von rîterlich tuon,Lo4,,,,,,,
,,Das Zelt der Minne,Von ainem trawm,von ein troum,Lo4,,,,,,,
,,,Aber ain gutte red wie ain sel so kläglich dem leichnam zusprach,aber ein guot red wie ein sêle sô klagelich der lîcham zusprach,Lo4,,,,,,,
,,,Wie der leib antwurt gab,wie der lîp antwurten geben,Lo4,,,,,,,
,,,Wie diemütikait vnd hoffart Tugent vnd ir widertail Trew neid vnd hass Geitikait vnd mässikait keuschhait vnd vnkeusch Gedulltikait vnd zorn mit ainander Widerpart kriegen vnd wie sy desselben ires kriegs die wellt entschaidet,wie diemütikait und hôchvart tugent und sie widerteil triuwe nît und haz gîtecheit und mæzicheit keuschhait und unkiusche gedulltikait und zorn mit einander widerparte kriegen und wie si derselbe sie kriec die wellen entschaidet,Lo4,,,,,,,
,,,Von den wuecherern wie gar bos die sein,von der wuecherern wie gar bos die sein,Lo4,,,,,,,
,,Von treulosen Männern,Wie die frawen den vnstatten mannen fluechen vnd vnhail wünschen,wie die vrouwe der unstate man vluoch und unheil wünschen,Lo4,,,,,,,
,,,Von gesellschaft etlich hubsch history vnd wie gros kraft die haben soll,von geselleschaft etelich hövesch historia und wie gros kraft die haben soln,Lo4,,,,,,,
,,,Von ainem wirt zu sant Jacob in galicia,von ein wirt zuo sant Jacobus in galicia,Lo4,,,,,,,
,,,Das man gewunnen gut schon behalten soll,daz man gewinnen guot schoene behalten soln,Lo4,,,,,,,
,,,Gäin newen Jar andre von esperdingen,gäin niuwe jâr andre von esperdingen,Lo4,,,,,,,
,,,Ain dyrunday ist halbs leynen,ein dirundai sîn halbe leinen,Lo4,,,,,,,
,,Cato,Wie der haidnisch maister Katho seinem sun rat vnd klug ler gab,wie der heidenisch meister Cato er sun rat und kluoc lêre geben,Lo4,,,,,,,
,,Passion Christi,Von vnsers herrn leiden,von wir herre leiden,Lo4,,,,,,,
,,Der Herr mit den vier Frauen,Ain herr hett nach ainander drey eelich frawen die er an dem eepruch begraef vnd töttett,ein herre het nâch einander drî êlich vrouwe die er an der eepruch begraef und toeten,Lo4,,,,,,,
,,,Wie dy balina durch geitikait betrogen vnd durch ainen ritter beschlafen ward,wie die balina durch gîtecheit betriegen und durch ainen ritter beslâfen werden,Lo4,,,,,,,
,,,"Wie durch geitikait ainer seinen aignenn Gesellen ermördet, etc","wie durch gîtecheit ein er aignenn gesellen ermorden, etcetera ",Lo4,,,,,,,
,,,Ainer betrog ainen wechsler vmb gellt,ein betriegen ainen wehselære umbe gellt,Lo4,,,,,,,
,,,Von der keusch vestikait,von der kiusche vestecheit,Lo4,,,,,,,
,,,Das ain fraw von frewden starb,daz ein vrouwe von vröude sterben,Lo4,,,,,,,
,,,Wie ainer kam durch frewd in not vnd arbait,wie ein komen durch vröude in not und arbeit,Lo4,,,,,,,
,,,Die schon lucrecia erstach sich selbst darvmb das sy vber irn willen beschlafen ward,die schoene Lucretia erstechen sich selp darumbe daz si über sie wille beslâfen werden,Lo4,,,,,,,
,,,Vom scham,vom scham,Lo4,,,,,,,
,,,Die gab ain stat irem veind hin durch die mynne,die geben ein stat sie vîant hin durch die minne,Lo4,,,,,,,
,,,Von der vestikait,von der vestecheit,Lo4,,,,,,,
,,,Ain richter het ainen aus allten neid vervrtailt,ein rihtære het ainen ûz alt nît vervrtailt,Lo4,,,,,,,
,,,Von strengem gericht,von strenge gericht,Lo4,,,,,,,
,,,Von ainem ritter,von ein ritter,Lo4,,,,,,,
,,,Aber von ainem ritter,aber von ein ritter,Lo4,,,,,,,
,,,Von ritterschaft,von rîterschaft,Lo4,,,,,,,
,,,Von Alexander,von Alexander,Lo4,,,,,,,
,,,Ain exempell von sterck,ein exempell von sterck,Lo4,,,,,,,
,,,Von vestikait,von vestecheit,Lo4,,,,,,,
,,,Wie man dem rechten nit soll widerstreben,wie man der reht niht soln widerstreben,Lo4,,,,,,,
,,,Von manhait wie dy blöd niderleget,von manheit wie die bloede niderleget,Lo4,,,,,,,
,,,Von gerechtikait,von gerehticheit,Lo4,,,,,,,
,,,Aber von gerechtikait,aber von gerehticheit,Lo4,,,,,,,
,,,Aber von gerechtikait,aber von gerehticheit,Lo4,,,,,,,
,,,Von barmhertzikait,von barmherzecheit,Lo4,,,,,,,
,,,Aber von barmhertzikait,aber von barmherzecheit,Lo4,,,,,,,
,,,Aber von barmhertzikait,aber von barmherzecheit,Lo4,,,,,,,
,,,So sich ainer ains ampts pessertt soll man in on schulld nit verkern,sô sich ein ains ampts bezzer soln man in âne schulde niht verkêren,Lo4,,,,,,,
,,,Von diemütikait,von diemütikait,Lo4,,,,,,,
,,,Von gedulltikait,von gedulltikait,Lo4,,,,,,,
,,,Von gedulltikait,von gedulltikait,Lo4,,,,,,,
,,,Von gedulltikait,von gedulltikait,Lo4,,,,,,,
,,,Auch von gedullt,ouch von gedullt,Lo4,,,,,,,
,,,Aber von gedullt,aber von gedullt,Lo4,,,,,,,
,,,Ain ander exempell,ein ander exempell,Lo4,,,,,,,
,,,Von diemutikait,von diemutikait,Lo4,,,,,,,
,,,Von milltikait,von milltikait,Lo4,,,,,,,
,,,Aber von milltikait,aber von milltikait,Lo4,,,,,,,
,,,Ain exempel von dem ackermann,ein exemplum von der ackerman,Lo4,,,,,,,
,,,Wie der wein erfunden vnd erpawt ist worden,wie der wîn ervinden und erpawt sîn werden,Lo4,,,,,,,
,,,Aber ein exempel von wein,aber ein exemplum von wîn,Lo4,,,,,,,
,,,Ain exempell von manhafter trew,ein exempell von manhaft triuwe,Lo4,,,,,,,
,,,Von misstrawrunng,von misstrawrunng,Lo4,,,,,,,
,,,Von vnkeusch,von unkiusche,Lo4,,,,,,,
,,,Aber von vnkeusch,aber von unkiusche,Lo4,,,,,,,
,,,Von der keüsch,von der kiusche,Lo4,,,,,,,
,,,Ain exempell von aim wirt,ein exempell von ein wirt,Lo4,,,,,,,
,,,Von dem hawsknecht der das fueter von der gesst rossen aufhub vnd verstal,von der hawsknecht der daz fueter von der gast ros aufhub und versteln,Lo4,,,,,,,
,,,Octauianus der kaiser lies seine kinder lernen antwerch ob sy in armut fielen,octauianus der keiser lâzen seine kint lernen antwerc ob si in armuot vallen,Lo4,,,,,,,
,,,Ain witib wolt nit mer aus sorgen heyratten,ein witewe wellen niht mêr ûz sorgen heiraten,Lo4,,,,,,,
,,,Wie das schachzagel spil erdacht ist,wie daz schâchzabel spil erdenken sîn,Lo4,,,,,,,
,,,Von vorcht ain gewärt exempel,von vorcht ein gewärt exemplum,Lo4,,,,,,,
,,,Wann man reden oder sweigen sülle,wan man reden oder sweigen soln,Lo4,,,,,,,
,,,Von zal vnd mass,von zal und mâz,Lo4,,,,,,,
,,,Item das sindt dy siben wort die got selber sprach da er an das creucz gnagelt wardt,item daz sîn die siben wort die got selp sprechen dâr er an daz kriuze gnagelt werden,M5919,30r,,,,,,
,,Recept,Hie nach volgent ain nuczliche materj von mancherlay aüs gepranten wassern wie man die nützen vnd praüchen sol zu gesunthait der menschen vnd das puchl hat maister michel schrick doctor der eczney dürch lieb vnd gepett willen erber personen aus den puchern zu sam coligirt vnd peschriben,hie nâch volgen ein nuczliche materj von mancherlai aüs brennen wazzer wie man die nütze und praüchen sol zuo gesuntheit der mensche und daz puchl haben meister michel schric doctor der ecznei durch lieb und gebet wille êrbære persône ûz der puchern zuo sam coligirt und peschriben,M5919,32r,,,,,,
,,Ablaßbrief,Das ist der ablas vnd die gnad jn der heyligen cristlichen kirchen zw Rom jn allen kirchen,daz sîn der abelâz und die genâde in der heilec cristlichen kirche zuo Rom in al kirche,M5919,43v,,,,,,
,,Traumbuch,Hie heben sich an dy auslegung der träm dy her Josep gemacht hatt da er jn dem kercher lag gefanfen von dem kayser Johis,Hie heben sich an die auslegung der troum de herr Joseph machen haben da er in dem kerker lag gevangen von dem keiser Johis,M5919,46r,,,,,,
,,Cisioianus,Item der deutsch ziscon gang nach aller leng ganz aüs,item der diutsch ziscon gân nach al lenge ganz aüs,M5919,47v,,,,,,
,,Recept,Item wildu machen ain wasser das goldt von dem silber schaidtt oder wel,item wiltû machen ein wazzer daz golt von der silber scheiden oder weln,M5919,48v,,,,,,
,,Recept,Wildu machen das du ain geschrifft schreibst es list sy niemant dan man habs vber ain feyr,wiltû machen daz dû ein schrift schrîben es list si nieman danne man habs über ein viur,M5919,54r,,,,,,
,,Recept,Wildu wissen was in ain haus gestolen wirt das es wider müs werden,wiltû wizzen was in ein hûs steln wirt daz es wider müezen werden,M5919,54v,,,,,,
,,Laurin,Ein liecht von hiliprant oder von dietrich von Pern,ein lieht von hiliprant oder von Dietrich von pern,M5919,69v,,,,,,
,Heinrich von Landshut,Der Traum am Feuer,Ain ander püch heb sich an,ein ander buoch heben sich an,M5919,91v,,,,,,
,,Von dem üblen Weib,,,M5919,joint,92v,,,,,
,,Der Württemberger,,,M5919,joint,,,,,,
,,,von ainem zornigen weib,von ein zornec wîp,M5919,,99r,,,,,
,,,Ain ander spruch,ein ander spruch,M5919,,99r,,,,,
,,,Ain anders,ein anders,M5919,,99v,,,,,
,Fröschel von Leidnitz,Der Prozess im Himmel,Ain ainders,ein ainders,M5919,,100v,,,,,
,Stefan Veltsperger,Von alten Weibern,Ain ander spruch,ein ander spruch,M5919,104r,,,,,,
,,,ain spruch von gluck vnd des menschen sinn,ein spruch von gelücke und der mensche sinne,M5919,107r,,,,,,
,,,Ain anders,ein anders,M5919,109r,,,,,,
,,Der Wunderer,Ain anders – Ain spruch von aim konig mit namen ezell,ein anders – ein spruch von ein künic mit name ezell,M5919,109v,,,,,,
,,,Item wy mein herren von Normberg ain schlahen gehabt haben mit dem marck graffen. Jst jrem pruck frid zw den pfingsten anno etc. 2 jar,item wie mein herre von normberg ein slahen gehabt haben mit der marc grâve . sîn sie brucke vride zuo der pfingsten annus etc. 2 jâr,M5919,114r,,,,,,
,,Der König im Bad,Ain ander spruch,ein ander spruch,M5919,118r,,,,,,
,Zwickauer,Des Mönches Not,Ain ander spruch,ein ander spruch,M5919,125,,,,,,
,,Recept,Ain anders,ein anders,M5919,,,,,,,
,,,Ain practica,ein practica,M5919,130,,,,,,
,,,Item als nach dem vil jar vergangen sind darin niemant mocht zw gelt komen,item als nach der vil jâr vergân sîn darinne nieman mügen zuo gelt komen,M5919,130,,,,,,
,,,Wan man aim menschen stuel machen will,wan man ein mensche stuol machen will,M5919,134,,,,,,
,,,Ain spruch hubsch,ein spruch hövesch,M5919,134,,,,,,
,,,Ain ander spruch,ein ander spruch,M5919,135,,,,,,
,,Lob der Frauen,Ain ander spruch,ein ander spruch,M5919,137,,,,,,
,,,Ain ander spruch,ein ander spruch,M5919,139,,,,,,
,,,Ain ander Ruff fur den schaür,ein ander ruf vür der schaür,M5919,141,,,,,,
,,,Ain ander Ruf fur das jech endt,ein ander ruf vür daz jehen ende,M5919,141,,,,,,
,,Die Klage des Einsiedlers,Ain ander spruch,ein ander spruch,M5919,142,,,,,,
,,Die Heimkehr des gefangenen Geliebten,Ain ander spruch,ein ander spruch,M5919,148,,,,,,
,,Der bösen klaffer Trügen,Ain ander spruch,ein ander spruch,M5919,153,,,,,,
,,Der falschen Klaffer List,Ain ander spruch,ein ander spruch,M5919,164v,,,,,,
,,Rat der Frau Treue,Ain ander spruch,ein ander spruch,M5919,174r,,,,,,
,,Von treulosen Männern,Ain ander spruch,ein ander spruch,M5919,183r,,,,,,
,,Der Traum,Ain ander spruch,ein ander spruch,M5919,191v,,,,,,
,,Scheidsamen,Ain ander spruch,ein ander spruch,M5919,198v,,,,,,
,,Frau Minne warnt vor Hochmut,Ain ander red von gedüncken,ein ander red von gedüncken,M5919,202v,,,,,,
,,Stiefmutter und Tochter,Ain ander spruch,ein ander spruch,M5919,205r,,,,,,
,Peter Schmier,Die Wolfsklage,Ain ander spruch,ein ander spruch,M5919,210r,,,,,,
,Peter Schmier,Der Student von Prag,Ain ander spruch,ein ander spruch,M5919,214r,,,,,,
,Peter Schmier,Von der Kuh,Ain ander spruch,ein ander spruch,M5919,216v,,,,,,
,,Der Traum,Ain ander spruch,ein ander spruch,M5919,220r,,,,,,
,,,Ain ander spruch,ein ander spruch,M5919,224v,,,,,,
,,,Ain ander spruch,ein ander spruch,M5919,232v,,,,,,
,,Die acht Farben,Ain ander spruch,ein ander spruch,M5919,234v,,,,,,
,,Lob der grünen Farbe,,,M5919,236r,,,,,,
,,Die sechs Farben,Ain ander spruch der siben farb,ein ander spruch der siben varwe,M5919,239r,,,,,,
,,Die Heimkehr des gefangenen Geliebten,,,M5919,243r,,,,,,
,,Was Blütenfarben bedeuten,Ain ander spruch von allerlay pluemen,ein ander spruch von allerlei bluome,M5919,245r,,,,,,
,,Die beiden Schwestern,Ain spruch von zbayn schbestern wy aine dy andere straft,ein spruch von zbain schbestern wie ein die ander strâfen,M5919,248r,,,,,,
,,Lob der Frauen,Ain ander spruch,ein ander spruch,M5919,251v,,,,,,
,,,Ain abnteür von ainer erczney,ein abnteür von ein arzenîe,M5919,256v,,,,,,
